DR NUMBER,DATE REPORTED,DATE OCCURRED,TIME OCCURRED,AREA ID,AREA NAME,REPORTING DISTRICT,CRIME CODE,CRIME CODE DESCRIPTION,MO CODES,VICTIM AGE,VICTIM SEX,VICTIM DESCENT,PREMISE CODE,PREMISE DESCRIPTION,WEAPON USED CODE,WEAPON DESCRIPTION,STATUS CODE,STATUS DESCRIPTION,CRIME CODE 1,CRIME CODE 2,CRIME CODE 3,CRIME CODE 4,ADDRESS,CROSS STREET,LOCATION ,LATITUDE,LONGITUDE,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center
160128032,11/29/2016,11/23/2016,0230,01,Central,0153,121,"RAPE, FORCIBLE",0444 0527 1218,51,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5TH,LINDLEY,"(34.0485, -118.2513)",34.0485, -118.2513,POINT (-118.2513 34.0485),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
160127912,11/27/2016,11/27/2016,0043,01,Central,0163,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411,28,M,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,7TH,BROADWAY,"(34.0452, -118.2534)",34.0452, -118.2534,POINT (-118.2534 34.0452),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170104048,01/01/2017,12/31/2016,2330,01,Central,0164,210,ROBBERY,1218 0355 0334 0416 0344,58,M,W,101,STREET,206,SWITCH BLADE,IC,Invest Cont,210,,,,7TH,MAIN,"(34.0439, -118.2514)",34.0439, -118.2514,POINT (-118.2514 34.0439),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170100522,01/09/2017,01/07/2017,1600,01,Central,0153,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2004 1218,55,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 S  BROADWAY,,"(34.0481, -118.2507)",34.0481, -118.2507,POINT (-118.2507 34.0481),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170104935,01/17/2017,01/17/2017,0300,01,Central,0143,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1218,39,M,W,102,SIDEWALK,,,IC,Invest Cont,341,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495, -118.2494,POINT (-118.2494 34.0495),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170106788,02/14/2017,02/13/2017,0245,01,Central,0143,761,BRANDISH WEAPON,0334 1218,32,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495, -118.2494,POINT (-118.2494 34.0495),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170108835,03/16/2017,03/16/2017,0005,01,Central,0174,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1218 0416,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,700 S  MAIN                         ST,,"(34.0439, -118.2514)",34.0439, -118.2514,POINT (-118.2514 34.0439),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170112335,04/24/2017,04/24/2017,0300,01,Central,0153,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0305 0444 0429 0448 1241 0319 1813 1218 2004,28,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 S  BROADWAY,,"(34.0481, -118.2507)",34.0481, -118.2507,POINT (-118.2507 34.0481),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170116371,06/08/2017,06/08/2017,2200,01,Central,0134,761,BRANDISH WEAPON,0334 2004 1218,49,M,H,102,SIDEWALK,213,CLEAVER,IC,Invest Cont,761,998,,,3RD                          ST,BROADWAY,"(34.051, -118.248)",34.051, -118.248,POINT (-118.248 34.051),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170118037,06/25/2017,06/25/2017,1500,01,Central,0143,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 1218 0416,33,M,H,102,SIDEWALK,308,STICK,IC,Invest Cont,626,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495, -118.2494,POINT (-118.2494 34.0495),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170100970,06/29/2017,06/29/2017,0010,01,Central,0143,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 2004,31,M,H,102,SIDEWALK,308,STICK,IC,Invest Cont,230,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495, -118.2494,POINT (-118.2494 34.0495),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170118807,07/03/2017,07/03/2017,1930,01,Central,0174,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411 0305 1206,27,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,8TH                          ST,SANTEE                       ST,"(34.0426, -118.2528)",34.0426, -118.2528,POINT (-118.2528 34.0426),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170120344,07/22/2017,07/22/2017,1200,01,Central,0143,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1218 1814 0416,33,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,400 S  BROADWAY,,"(34.0495, -118.2494)",34.0495, -118.2494,POINT (-118.2494 34.0495),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170120813,07/28/2017,07/28/2017,0510,01,Central,0153,624,BATTERY - SIMPLE ASSAULT,0444 1218,37,F,B,517,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SPRING                       ST,,"(34.0467, -118.252)",34.0467, -118.252,POINT (-118.252 34.0467),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
170122269,08/14/2017,08/14/2017,0800,01,Central,0153,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,39,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,500 S  BROADWAY,,"(34.0481, -118.2507)",34.0481, -118.2507,POINT (-118.2507 34.0481),666,207301,06037207301,2073.01,668,4629401.66406,12191.0386087,6485444.0,1839413.0
160414122,08/22/2016,08/22/2016,2015,04,Hollenbeck,0438,946,OTHER MISCELLANEOUS CRIME,1258 1218,24,F,H,101,STREET,,,IC,Invest Cont,946,,,,5100    ALHAMBRA                     AV,,"(34.0715, -118.1748)",34.0715, -118.1748,POINT (-118.1748 34.0715),1706,201602,06037201602,2016.02,1708,11471562.9023,18959.118135,6510825.0,1850501.0
160414123,08/22/2016,08/22/2016,2015,04,Hollenbeck,0438,946,OTHER MISCELLANEOUS CRIME,1257 1218,,F,H,101,STREET,,,IC,Invest Cont,946,,,,5100    ALHAMBRA                     AV,,"(34.0715, -118.1748)",34.0715, -118.1748,POINT (-118.1748 34.0715),1706,201602,06037201602,2016.02,1708,11471562.9023,18959.118135,6510825.0,1850501.0
160415489,09/24/2016,09/17/2016,1400,04,Hollenbeck,0438,121,"RAPE, FORCIBLE",1218 0527 1206 2004,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,ALHAMBRA,LOMBARDY,"(34.0736, -118.1724)",34.0736, -118.1724,POINT (-118.1724 34.0736),1706,201602,06037201602,2016.02,1708,11471562.9023,18959.118135,6510825.0,1850501.0
160418579,12/09/2016,12/09/2016,2000,04,Hollenbeck,0438,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 1218 2004 1814 0448,36,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,WARWICK,ALHAMBRA,"(34.0785, -118.1661)",34.0785, -118.1661,POINT (-118.1661 34.0785),1706,201602,06037201602,2016.02,1708,11471562.9023,18959.118135,6510825.0,1850501.0
170407980,03/30/2017,03/30/2017,0200,04,Hollenbeck,0438,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 2004 1218 0446 1243,47,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,ENDILOTT,ALHAMBRA,"(34.0757, -118.1711)",34.0757, -118.1711,POINT (-118.1711 34.0757),1706,201602,06037201602,2016.02,1708,11471562.9023,18959.118135,6510825.0,1850501.0
170410430,05/24/2017,05/22/2017,1400,04,Hollenbeck,0438,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1218 1814 0417 0446 0429,35,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1900    TRANSIENT,,"(34.0757, -118.1711)",34.0757, -118.1711,POINT (-118.1711 34.0757),1706,201602,06037201602,2016.02,1708,11471562.9023,18959.118135,6510825.0,1850501.0
162015485,08/22/2016,08/22/2016,0120,20,Olympic,2069,210,ROBBERY,0342 0344 0355 0432 1313 1218 0906,60,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,MENLO                        AV,OLYMPIC                      BL,"(34.0524, -118.2907)",34.0524, -118.2907,POINT (-118.2907 34.0524),987,213401,06037213401,2134.01,989,2110768.9209,6327.27422497,6474459.0,1842052.0
160319545,08/23/2016,08/23/2016,0001,03,Southwest,0359,350,"THEFT, PERSON",1202 0400 1822 1218,77,F,W,101,STREET,,,IC,Invest Cont,350,,,,3900 S  FLOWER                       ST,,"(34.0199, -118.2797)",34.0199, -118.2797,POINT (-118.2797 34.0199),732,222700,06037222700,2227.00,734,8798426.81934,13590.7128164,6475098.0,1830118.0
160514840,08/23/2016,08/23/2016,1050,05,Harbor,0526,210,ROBBERY,0305 0416 0344 1202 0429 1218,69,F,H,101,STREET,304,CLUB/BAT,IC,Invest Cont,210,,,,I,AVALON,"(33.7812, -118.2625)",33.7812, -118.2625,POINT (-118.2625 33.7812),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160515130,08/30/2016,08/30/2016,1130,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429 0448 1218,54,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  AVALON                       BL,,"(33.78, -118.2624)",33.78, -118.2624,POINT (-118.2624 33.78),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160517006,10/10/2016,10/10/2016,2000,05,Harbor,0526,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0345 0913 0416 0216 1218,50,F,H,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,AVALON                       BL,G                            ST,"(33.7785, -118.2623)",33.7785, -118.2623,POINT (-118.2623 33.7785),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160517889,10/27/2016,10/27/2016,2200,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,0416 1218,47,M,W,107,VACANT LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,100 E  I                            ST,,"(33.7812, -118.2625)",33.7812, -118.2625,POINT (-118.2625 33.7812),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160518131,11/01/2016,11/01/2016,2001,05,Harbor,0529,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2004 1218,61,F,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,500    BROAD                        AV,,"(33.7757, -118.2608)",33.7757, -118.2608,POINT (-118.2608 33.7757),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160518325,11/05/2016,11/05/2016,2120,05,Harbor,0526,210,ROBBERY,1218 0344 0443 0334,54,F,W,109,PARK/PLAYGROUND,308,STICK,IC,Invest Cont,210,,,,AVALON,I                            ST,"(33.7812, -118.2625)",33.7812, -118.2625,POINT (-118.2625 33.7812),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160518642,11/12/2016,11/12/2016,0445,05,Harbor,0526,480,BIKE - STOLEN,0344 0416 0432 1218 1817,50,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480,624,,,ANAHEIM                      ST,AVALON                       BL,"(33.78, -118.2624)",33.78, -118.2624,POINT (-118.2624 33.78),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160518747,11/14/2016,11/14/2016,1500,05,Harbor,0526,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 1218,52,M,W,109,PARK/PLAYGROUND,511,VERBAL THREAT,IC,Invest Cont,930,,,,100 W  I                            ST,,"(33.7812, -118.2625)",33.7812, -118.2625,POINT (-118.2625 33.7812),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160520427,11/22/2016,11/22/2016,1700,05,Harbor,0529,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416 0429 0432,47,M,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,500    BROAD                        AV,,"(33.7757, -118.2608)",33.7757, -118.2608,POINT (-118.2608 33.7757),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160519159,11/24/2016,11/24/2016,1440,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,0416 0417 1218 2004 0913,66,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    BROAD                        AV,,"(33.7757, -118.2608)",33.7757, -118.2608,POINT (-118.2608 33.7757),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160519717,12/07/2016,12/06/2016,2100,05,Harbor,0529,761,BRANDISH WEAPON,0334 0913 1218,49,M,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,600    FLINT                        AV,,"(33.7778, -118.2492)",33.7778, -118.2492,POINT (-118.2492 33.7778),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160520099,12/15/2016,12/15/2016,1930,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,0419 0416 1218 2004,34,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    BROAD                        AV,,"(33.7757, -118.2608)",33.7757, -118.2608,POINT (-118.2608 33.7757),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160520100,12/15/2016,12/15/2016,1930,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,0400 0417 1218 2004,35,F,B,514,GROUP HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    BROAD                        AV,,"(33.7757, -118.2608)",33.7757, -118.2608,POINT (-118.2608 33.7757),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
160520473,12/24/2016,12/24/2016,0055,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,1202 0444 1218,64,M,H,508,FRAT HOUSE/SORORITY/DORMITORY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    BROAD                        AV,,"(33.7757, -118.2608)",33.7757, -118.2608,POINT (-118.2608 33.7757),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
170505047,01/25/2017,01/25/2017,1000,05,Harbor,0529,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1223 2004 2000 0913 0416 1814 1218,39,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,600    MCFARLAND                    AV,,"(33.7776, -118.253)",33.7776, -118.253,POINT (-118.253 33.7776),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
170507602,03/19/2017,03/19/2017,0530,05,Harbor,0529,626,INTIMATE PARTNER - SIMPLE ASSAULT,1243 1814 0400 0448 1218,47,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 E  E                            ST,,"(33.7759, -118.2569)",33.7759, -118.2569,POINT (-118.2569 33.7759),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
170507742,03/22/2017,03/22/2017,2145,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,0416 0432 0444 1218 2002 2004,53,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BROAD                        AV,ANAHEIM                      ST,"(33.7801, -118.2611)",33.7801, -118.2611,POINT (-118.2611 33.7801),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
170507795,03/23/2017,03/23/2017,1430,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,0416 0432 1218,40,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,F                            ST,BROAD                        AV,"(33.7772, -118.2609)",33.7772, -118.2609,POINT (-118.2609 33.7772),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
170511729,06/15/2017,06/14/2017,2000,05,Harbor,0529,624,BATTERY - SIMPLE ASSAULT,2004 1817 0400 0416 0202 1218,56,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 E  ANAHEIM                      ST,,"(33.78, -118.2624)",33.78, -118.2624,POINT (-118.2624 33.78),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
170500956,06/20/2017,06/20/2017,0900,05,Harbor,0529,350,"THEFT, PERSON",1814 2004 1218 2000 0416,20,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,350,626,,,500    BROAD                        AV,,"(33.7757, -118.2608)",33.7757, -118.2608,POINT (-118.2608 33.7757),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
170513409,07/23/2017,07/23/2017,2115,05,Harbor,0529,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1218 1300,40,F,W,101,STREET,,,IC,Invest Cont,420,,,,800 E  ANAHEIM                      ST,,"(33.7805, -118.2533)",33.7805, -118.2533,POINT (-118.2533 33.7805),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
161115256,08/23/2016,08/23/2016,1550,11,Northeast,1115,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1300 1218 0416 0444 0432 1276 1310,22,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,2000    CHICKASAW                    AV,,"(34.1372, -118.2118)",34.1372, -118.2118,POINT (-118.2118 34.1372),1666,181400,06037181400,1814.00,1668,9463037.11133,14429.0461216,6498460.0,1872203.0
161115257,08/23/2016,08/23/2016,1550,11,Northeast,1115,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1300 1218 0432 0416 0444 1310 1276,40,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,2000    CHICKASAW                    AV,,"(34.1372, -118.2118)",34.1372, -118.2118,POINT (-118.2118 34.1372),1666,181400,06037181400,1814.00,1668,9463037.11133,14429.0461216,6498460.0,1872203.0
171108181,03/28/2017,03/28/2017,1230,11,Northeast,1105,888,TRESPASSING,0432 0445 1822 1203 1218,50,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,5100    CASPAR                       AV,,"(34.1392, -118.213)",34.1392, -118.213,POINT (-118.213 34.1392),1666,181400,06037181400,1814.00,1668,9463037.11133,14429.0461216,6498460.0,1872203.0
171114970,08/12/2017,08/12/2017,0100,11,Northeast,1115,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0345 0411 1218,37,M,W,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,230,,,,EAGLE ROCK,FAIR PARK,"(34.1361, -118.215)",34.1361, -118.215,POINT (-118.215 34.1361),1666,181400,06037181400,1814.00,1668,9463037.11133,14429.0461216,6498460.0,1872203.0
161816621,08/23/2016,08/23/2016,2250,18,Southeast,1804,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0400 0416 2004,52,M,B,108,PARKING LOT,308,STICK,IC,Invest Cont,230,,,,MANCHESTER                   AV,CENTRAL                      AV,"(33.9602, -118.2564)",33.9602, -118.2564,POINT (-118.2564 33.9602),1003,239802,06037239802,2398.02,1005,6560208.96484,11250.5756076,6481931.0,1808806.0
171213842,05/18/2017,05/18/2017,0530,12,77th Street,1269,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 2000 1814 0444 0429,37,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,8500    TOWNE                        AV,,"(33.961, -118.2673)",33.961, -118.2673,POINT (-118.2673 33.961),1003,239802,06037239802,2398.02,1005,6560208.96484,11250.5756076,6481931.0,1808806.0
171815825,07/28/2017,07/28/2017,1400,18,Southeast,1804,624,BATTERY - SIMPLE ASSAULT,0400 1822 1218 1202 0373 1238 0910,75,M,B,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,MANCHESTER,AVALON,"(33.9602, -118.2651)",33.9602, -118.2651,POINT (-118.2651 33.9602),1003,239802,06037239802,2398.02,1005,6560208.96484,11250.5756076,6481931.0,1808806.0
162015545,08/23/2016,08/23/2016,0320,20,Olympic,2036,210,ROBBERY,0342 0432 0344 0352 1221 0416 0319 1218 2001,56,M,W,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,WILSHIRE                     BL,BERENDO                      ST,"(34.0618, -118.2941)",34.0618, -118.2941,POINT (-118.2941 34.0618),1287,212101,06037212101,2121.01,1289,1999680.47363,5670.09822196,6472580.0,1845656.0
162016038,09/01/2016,09/01/2016,0030,20,Olympic,2027,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0416 0431 1206,33,M,W,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,NEW HAMPSHIRE,WILSHIRE                     BL,"(34.0618, -118.2929)",34.0618, -118.2929,POINT (-118.2929 34.0618),1287,212101,06037212101,2121.01,1289,1999680.47363,5670.09822196,6472580.0,1845656.0
162019476,11/09/2016,11/07/2016,0430,20,Olympic,2027,434,FALSE IMPRISONMENT,2004 0522 2002 1218 0538,49,F,B,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,434,,,,500 S  KENMORE                      AV,,"(34.0654, -118.2966)",34.0654, -118.2966,POINT (-118.2966 34.0654),1287,212101,06037212101,2121.01,1289,1999680.47363,5670.09822196,6472580.0,1845656.0
172010910,05/18/2017,05/18/2017,0125,20,Olympic,2027,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0411 0416 0445 0446 0449 1218 2004 0429 1402,,M,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,998,,,4TH,VIRGIL,"(34.0636, -118.296)",34.0636, -118.296,POINT (-118.296 34.0636),1287,212101,06037212101,2121.01,1289,1999680.47363,5670.09822196,6472580.0,1845656.0
172013589,07/09/2017,07/08/2017,2330,20,Olympic,2027,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0446 2000 1813 1243 2004 1218,39,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7TH                          ST,MARIPOSA                     AV,"(34.0636, -118.296)",34.0636, -118.296,POINT (-118.296 34.0636),1287,212101,06037212101,2121.01,1289,1999680.47363,5670.09822196,6472580.0,1845656.0
160714272,08/24/2016,08/24/2016,1846,07,Wilshire,0743,761,BRANDISH WEAPON,1218 0334,28,M,H,501,SINGLE FAMILY DWELLING,211,AXE,AO,Adult Other,761,,,,1100    HAUSER                       BL,,"(34.0592, -118.3575)",34.0592, -118.3575,POINT (-118.3575 34.0592),1203,216300,06037216300,2163.00,1205,13700729.0723,18947.3795128,6451959.0,1844404.0
160719667,12/29/2016,12/29/2016,1655,07,Wilshire,0742,624,BATTERY - SIMPLE ASSAULT,1218 0444 2012,48,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE                     BL,SAN VICENTE                  BL,"(34.0641, -118.3716)",34.0641, -118.3716,POINT (-118.3716 34.0641),1203,216300,06037216300,2163.00,1205,13700729.0723,18947.3795128,6451959.0,1844404.0
160414235,08/25/2016,08/24/2016,2300,04,Hollenbeck,0455,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,50,F,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,700 N  STATE                        ST,,"(34.0529, -118.2133)",34.0529, -118.2133,POINT (-118.2133 34.0529),1130,203600,06037203600,2036.00,1132,5956719.24219,10682.1392016,6498202.0,1841132.0
160415819,10/02/2016,10/02/2016,1440,04,Hollenbeck,0455,761,BRANDISH WEAPON,1218 2004 1817 0319 1402 0334,32,F,H,101,STREET,208,RAZOR,IC,Invest Cont,761,998,,,2000    CITY VIEW                    AV,,"(34.0533, -118.2107)",34.0533, -118.2107,POINT (-118.2107 34.0533),1130,203600,06037203600,2036.00,1132,5956719.24219,10682.1392016,6498202.0,1841132.0
161422125,08/24/2016,08/24/2016,1255,14,Pacific,1479,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 1218 2000 1402,38,F,H,101,STREET,207,OTHER KNIFE,AO,Adult Other,236,998,,,83RD                         ST,LA CIENEGA                   BL,"(33.9637, -118.3708)",33.9637, -118.3708,POINT (-118.3708 33.9637),922,601302,06037601302,6013.02,924,13133178.1504,19637.1902899,6451163.0,1811409.0
