DATE OCCURRED,Year,Quarter,Month,Week,Day,TIME OCCURRED,CRIME CODE,CRIME CODE DESCRIPTION,VICTIM AGE,VICTIM SEX,PREMISE CODE,PREMISE DESCRIPTION,WEAPON USED CODE,WEAPON DESCRIPTION,LATITUDE,LONGITUDE,CT10
4/11/2017,2017,2,4,15,3,1500,350,"THEFT, PERSON",30,M,101,STREET,,,34.0857,-118.2917,191420
6/21/2017,2017,2,6,25,4,1900,440,THEFT PLAIN - PETTY ($950 & UNDER),71,M,101,STREET,,,34.0836,-118.2917,191420
7/11/2017,2017,3,7,28,3,1230,624,BATTERY - SIMPLE ASSAULT,64,M,729,SPECIALTY SCHOOL/OTHER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0836,-118.2917,191420
4/11/2017,2017,2,4,15,3,2130,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2648,-118.4385,104403
7/9/2017,2017,3,7,28,1,1830,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,152,UNDERPASS/BRIDGE*,102,HAND GUN,34.2648,-118.4385,104403
7/9/2017,2017,3,7,28,1,1830,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,152,UNDERPASS/BRIDGE*,102,HAND GUN,34.2648,-118.4385,104403
4/13/2017,2017,2,4,15,5,1900,624,BATTERY - SIMPLE ASSAULT,65,M,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,34.006,-118.2513,228220
4/13/2017,2017,2,4,15,5,2145,210,ROBBERY,20,M,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9805,-118.439,702901
4/15/2017,2017,2,4,15,7,1200,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,F,101,STREET,216,SCISSORS,34.198,-118.4216,123410
4/16/2017,2017,2,4,16,1,1320,210,ROBBERY,46,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7334,-118.2968,296902
4/16/2017,2017,2,4,16,1,920,624,BATTERY - SIMPLE ASSAULT,21,F,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9419,-118.2541,242000
8/24/2017,2017,3,8,34,5,1715,626,INTIMATE PARTNER - SIMPLE ASSAULT,18,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9419,-118.2541,242000
4/18/2017,2017,2,4,16,3,2145,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,103,ALLEY,207,OTHER KNIFE,34.0554,-118.4418,265510
5/9/2017,2017,2,5,19,3,2200,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,232,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",308,STICK,34.0541,-118.4407,265510
8/14/2017,2017,3,8,33,2,1035,626,INTIMATE PARTNER - SIMPLE ASSAULT,60,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0562,-118.4423,265510
4/18/2017,2017,2,4,16,3,1740,624,BATTERY - SIMPLE ASSAULT,29,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1849,-118.3746,124201
4/18/2017,2017,2,4,16,3,2115,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,158,,302,BLUNT INSTRUMENT,33.9237,-118.2826,291110
4/19/2017,2017,2,4,16,4,530,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9703,-118.2918,237800
4/19/2017,2017,2,4,16,4,1550,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,101,STREET,206,SWITCH BLADE,34.2386,-118.4464,119341
4/22/2017,2017,2,4,16,7,200,624,BATTERY - SIMPLE ASSAULT,52,M,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,34.1449,-118.2273,181300
4/22/2017,2017,2,4,16,7,320,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,33.9573,-118.3962,278001
4/22/2017,2017,2,4,16,7,1330,210,ROBBERY,22,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1478,-118.6012,138000
4/22/2017,2017,2,4,16,7,1315,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1478,-118.6012,138000
4/24/2017,2017,2,4,17,2,2130,210,ROBBERY,56,F,108,PARKING LOT,212,BOTTLE,34.2518,-118.5988,113213
4/27/2017,2017,2,4,17,5,940,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,34,F,101,STREET,511,VERBAL THREAT,34.0219,-118.2959,222600
4/28/2017,2017,2,4,17,6,1630,624,BATTERY - SIMPLE ASSAULT,44,M,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0829,-118.2733,195804
6/10/2017,2017,2,6,23,7,1615,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,101,STREET,302,BLUNT INSTRUMENT,34.076,-118.2737,195804
4/29/2017,2017,2,4,17,7,1315,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,101,STREET,310,CONCRETE BLOCK/BRICK,34.0554,-118.4266,267100
5/1/2017,2017,2,5,18,2,1710,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,34.0276,-118.437,271300
5/2/2017,2017,2,5,18,3,915,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7911,-118.2646,294200
5/29/2017,2017,2,5,22,2,1500,210,ROBBERY,42,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7951,-118.27,294200
7/25/2017,2017,3,7,30,3,1435,210,ROBBERY,54,M,501,SINGLE FAMILY DWELLING,102,HAND GUN,33.7929,-118.272,294200
5/4/2017,2017,2,5,18,5,500,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,53,M,738,LIBRARY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0731,-118.3113,211500
5/5/2017,2017,2,5,18,6,1225,210,ROBBERY,51,F,124,BUS STOP,512,MACE/PEPPER SPRAY,34.0092,-118.2565,228310
8/18/2017,2017,3,8,33,6,1030,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,34.0114,-118.2624,228310
5/5/2017,2017,2,5,18,6,1630,440,THEFT PLAIN - PETTY ($950 & UNDER),22,M,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2059,-118.571,134720
5/28/2017,2017,2,5,22,1,1200,624,BATTERY - SIMPLE ASSAULT,34,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.201,-118.571,134720
5/6/2017,2017,2,5,18,7,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,101,STREET,215,MACHETE,34.2095,-118.4309,120400
5/6/2017,2017,2,5,18,7,1600,440,THEFT PLAIN - PETTY ($950 & UNDER),75,M,501,SINGLE FAMILY DWELLING,,,34.0559,-118.4036,269000
5/7/2017,2017,2,5,19,1,30,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,308,STICK,34.2778,-118.4277,104310
7/11/2017,2017,3,7,28,3,2348,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,101,STREET,308,STICK,34.2688,-118.4354,104310
8/12/2017,2017,3,8,32,7,900,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,F,109,PARK/PLAYGROUND,204,FOLDING KNIFE,34.2685,-118.4364,104310
5/11/2017,2017,2,5,19,5,2022,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,101,STREET,102,HAND GUN,34.0814,-118.2962,192610
7/5/2017,2017,3,7,27,4,30,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,102,SIDEWALK,512,MACE/PEPPER SPRAY,34.0818,-118.2941,192610
8/21/2017,2017,3,8,34,2,400,860,BATTERY WITH SEXUAL CONTACT,43,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0818,-118.2941,192610
5/11/2017,2017,2,5,19,5,1300,440,THEFT PLAIN - PETTY ($950 & UNDER),39,M,738,LIBRARY,,,34.2047,-118.5879,134002
5/19/2017,2017,2,5,20,6,619,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,34.2011,-118.5863,134002
8/19/2017,2017,3,8,33,7,300,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,61,M,122,"VEHICLE, PASSENGER/TRUCK",220,SYRINGE,34.2047,-118.5879,134002
5/12/2017,2017,2,5,19,6,300,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,34.2215,-118.4516,120020
5/15/2017,2017,2,5,20,2,2100,956,"LETTERS, LEWD",54,M,501,SINGLE FAMILY DWELLING,,,34.0146,-118.3251,234000
6/11/2017,2017,2,6,24,1,745,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,34.0037,-118.3182,234000
5/18/2017,2017,2,5,20,5,1800,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2226,-118.4939,117303
5/19/2017,2017,2,5,20,6,1200,624,BATTERY - SIMPLE ASSAULT,22,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9771,-118.2916,237401
6/6/2017,2017,2,6,23,3,1600,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,F,501,SINGLE FAMILY DWELLING,308,STICK,33.9785,-118.2937,237401
5/20/2017,2017,2,5,20,7,400,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,128,BUS STOP OR LAYOVER,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,34.0347,-118.309,221401
5/21/2017,2017,2,5,21,1,1400,440,THEFT PLAIN - PETTY ($950 & UNDER),34,M,102,SIDEWALK,,,34.0347,-118.309,221401
6/15/2017,2017,2,6,24,5,2250,624,BATTERY - SIMPLE ASSAULT,26,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0363,-118.309,221401
6/23/2017,2017,2,6,25,6,1430,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,101,STREET,307,VEHICLE,34.0349,-118.3133,221401
5/21/2017,2017,2,5,21,1,1930,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,102,SIDEWALK,217,SWORD,34.0767,-118.2844,211121
5/21/2017,2017,2,5,21,1,900,210,ROBBERY,31,F,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1936,-118.4166,123420
7/5/2017,2017,3,7,27,4,2230,624,BATTERY - SIMPLE ASSAULT,52,F,108,PARKING LOT,,,34.1936,-118.4166,123420
5/21/2017,2017,2,5,21,1,2300,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,101,STREET,304,CLUB/BAT,34.2541,-118.4024,104703
7/3/2017,2017,3,7,27,2,950,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,M,102,SIDEWALK,306,ROCK/THROWN OBJECT,34.2585,-118.4036,104703
5/21/2017,2017,2,5,21,1,100,350,"THEFT, PERSON",38,M,801,MTA BUS,,,34.0617,-118.3166,211701
7/29/2017,2017,3,7,30,7,2205,210,ROBBERY,64,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0617,-118.3166,211701
5/25/2017,2017,2,5,21,5,1520,210,ROBBERY,55,M,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,34.0073,-118.2784,231800
5/25/2017,2017,2,5,21,5,1725,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,F,124,BUS STOP,308,STICK,33.931,-118.2916,600304
5/26/2017,2017,2,5,21,6,1830,210,ROBBERY,43,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2156,-118.5975,134201
6/25/2017,2017,2,6,26,1,500,626,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2083,-118.5967,134201
5/28/2017,2017,2,5,22,1,630,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,149,RIVER BED*,304,CLUB/BAT,34.2724,-118.3243,103200
5/28/2017,2017,2,5,22,1,630,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,149,RIVER BED*,304,CLUB/BAT,34.2724,-118.3243,103200
7/1/2017,2017,3,7,26,7,2250,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2724,-118.3243,103200
5/28/2017,2017,2,5,22,1,2125,626,INTIMATE PARTNER - SIMPLE ASSAULT,50,M,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0309,-118.3024,222200
8/22/2017,2017,3,8,34,3,1630,330,BURGLARY FROM VEHICLE,56,M,101,STREET,,,34.0327,-118.3024,222200
5/28/2017,2017,2,5,22,1,1500,480,BIKE - STOLEN,41,F,108,PARKING LOT,,,34.2217,-118.3965,121010
5/31/2017,2017,2,5,22,4,1350,210,ROBBERY,23,F,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,33.9897,-118.2915,232600
6/17/2017,2017,2,6,24,7,1925,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9897,-118.3002,232600
7/1/2017,2017,3,7,26,7,1920,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,101,STREET,307,VEHICLE,33.9932,-118.2915,232600
6/1/2017,2017,2,6,22,5,45,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,F,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,34.0712,-118.3029,211420
6/2/2017,2017,2,6,22,6,2300,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,102,SIDEWALK,,,34.0473,-118.2827,209810
7/24/2017,2017,3,7,30,2,2130,350,"THEFT, PERSON",24,F,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0491,-118.2823,209810
6/2/2017,2017,2,6,22,6,2200,121,"RAPE, FORCIBLE",19,F,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9747,-118.2827,237600
7/17/2017,2017,3,7,29,2,130,122,"RAPE, ATTEMPTED",24,F,101,STREET,204,FOLDING KNIFE,33.9756,-118.2813,237600
6/2/2017,2017,2,6,22,6,1100,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,28,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7909,-118.251,294120
6/3/2017,2017,2,6,22,7,1500,624,BATTERY - SIMPLE ASSAULT,56,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1698,-118.5308,139502
8/11/2017,2017,3,8,32,6,200,121,"RAPE, FORCIBLE",20,F,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1667,-118.5308,139502
6/4/2017,2017,2,6,23,1,1800,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,F,102,SIDEWALK,308,STICK,34.0782,-118.3695,194500
8/24/2017,2017,3,8,34,5,715,440,THEFT PLAIN - PETTY ($950 & UNDER),30,M,103,ALLEY,,,34.0782,-118.3695,194500
6/4/2017,2017,2,6,23,1,25,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,33.9966,-118.2696,229300
7/9/2017,2017,3,7,28,1,1730,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9988,-118.2696,229300
6/5/2017,2017,2,6,23,2,1200,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,61,M,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,34.0291,-118.3947,270100
6/9/2017,2017,2,6,23,6,1600,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,102,SIDEWALK,304,CLUB/BAT,34.0178,-118.2553,227020
6/14/2017,2017,2,6,24,4,100,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",63,M,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0204,-118.4039,269903
6/15/2017,2017,2,6,24,5,1400,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1903,-118.4399,128101
6/15/2017,2017,2,6,24,5,1800,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",38,F,101,STREET,,,34.1985,-118.4621,127804
6/15/2017,2017,2,6,24,5,215,624,BATTERY - SIMPLE ASSAULT,47,F,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9819,-118.2915,237500
6/15/2017,2017,2,6,24,5,1005,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,34.0712,-118.2991,211310
6/16/2017,2017,2,6,24,6,2205,220,ATTEMPTED ROBBERY,55,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2519,-118.2713,101300
6/16/2017,2017,2,6,24,6,5,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,F,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2267,-118.5026,117302
6/16/2017,2017,2,6,24,6,2000,440,THEFT PLAIN - PETTY ($950 & UNDER),32,F,108,PARKING LOT,,,33.7978,-118.2975,543603
6/16/2017,2017,2,6,24,6,2015,624,BATTERY - SIMPLE ASSAULT,56,M,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0521,-118.3864,217001
7/22/2017,2017,3,7,29,7,1900,210,ROBBERY,17,M,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0521,-118.3864,217001
6/17/2017,2017,2,6,24,7,1800,440,THEFT PLAIN - PETTY ($950 & UNDER),35,F,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7873,-118.2582,294610
6/18/2017,2017,2,6,25,1,2245,210,ROBBERY,29,M,210,RESTAURANT/FAST FOOD,123,M1-1 SEMIAUTOMATIC ASSAULT RIFLE,34.0425,-118.3818,269601
6/18/2017,2017,2,6,25,1,615,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,101,STREET,512,MACE/PEPPER SPRAY,34.1769,-118.5384,139302
6/18/2017,2017,2,6,25,1,2205,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",70,M,121,YARD (RESIDENTIAL/BUSINESS),500,UNKNOWN WEAPON/OTHER WEAPON,34.2255,-118.5492,115302
6/19/2017,2017,2,6,25,2,1745,624,BATTERY - SIMPLE ASSAULT,56,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1696,-118.5546,139402
7/20/2017,2017,3,7,29,5,2030,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,F,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1727,-118.5535,139402
6/20/2017,2017,2,6,25,3,1700,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,220,NAIL SALON,215,MACHETE,34.1849,-118.4095,123700
6/21/2017,2017,2,6,25,4,2000,350,"THEFT, PERSON",59,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9745,-118.3309,235202
6/23/2017,2017,2,6,25,6,1200,440,THEFT PLAIN - PETTY ($950 & UNDER),66,M,109,PARK/PLAYGROUND,,,33.8016,-118.3042,293302
6/24/2017,2017,2,6,25,7,2115,626,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0364,-118.3033,221500
6/24/2017,2017,2,6,25,7,1500,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,75,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0256,-118.3151,222001
6/24/2017,2017,2,6,25,7,2045,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",49,M,101,STREET,,,34.0896,-118.3092,191720
8/22/2017,2017,3,8,34,3,1800,624,BATTERY - SIMPLE ASSAULT,79,F,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0885,-118.3092,191720
6/26/2017,2017,2,6,26,2,1200,440,THEFT PLAIN - PETTY ($950 & UNDER),36,M,101,STREET,,,34.2214,-118.4662,120010
6/26/2017,2017,2,6,26,2,1830,210,ROBBERY,18,F,501,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,34.0413,-118.2829,224310
6/27/2017,2017,2,6,26,3,135,946,OTHER MISCELLANEOUS CRIME,49,M,149,RIVER BED*,102,HAND GUN,34.1078,-118.2545,187200
7/1/2017,2017,3,7,26,7,1440,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,101,STREET,312,PIPE/METAL PIPE,33.9348,-118.2784,241120
7/2/2017,2017,3,7,27,1,830,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,34.025,-118.3551,220100
7/3/2017,2017,3,7,27,2,1120,624,BATTERY - SIMPLE ASSAULT,54,M,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9327,-118.2351,243100
7/4/2017,2017,3,7,27,3,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,34.0623,-118.344,211000
7/6/2017,2017,3,7,27,5,2300,121,"RAPE, FORCIBLE",47,F,109,PARK/PLAYGROUND,207,OTHER KNIFE,34.07,-118.1998,199120
7/7/2017,2017,3,7,27,6,820,761,BRANDISH WEAPON,40,M,401,MINI-MART,207,OTHER KNIFE,34.0799,-118.3025,192520
7/8/2017,2017,3,7,27,7,2300,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,109,PARK/PLAYGROUND,217,SWORD,34.0632,-118.2408,207103
7/11/2017,2017,3,7,28,3,630,624,BATTERY - SIMPLE ASSAULT,22,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0644,-118.2387,207103
7/8/2017,2017,3,7,27,7,340,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,203,OTHER BUSINESS,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,34.1501,-118.4225,143500
7/8/2017,2017,3,7,27,7,340,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,F,203,OTHER BUSINESS,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,34.1501,-118.4225,143500
7/9/2017,2017,3,7,28,1,1730,210,ROBBERY,38,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0526,-118.3063,213201
7/9/2017,2017,3,7,28,1,1110,624,BATTERY - SIMPLE ASSAULT,60,F,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1855,-118.6212,135102
7/11/2017,2017,3,7,28,3,2230,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,101,STREET,312,PIPE/METAL PIPE,33.9922,-118.2521,229100
8/26/2017,2017,3,8,34,7,2200,210,ROBBERY,44,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9922,-118.2521,229100
7/12/2017,2017,3,7,28,4,1740,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.017,-118.3477,236204
7/12/2017,2017,3,7,28,4,1830,946,OTHER MISCELLANEOUS CRIME,57,M,102,SIDEWALK,,,33.9927,-118.4144,275500
7/13/2017,2017,3,7,28,5,1330,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",64,M,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,33.9862,-118.3002,237201
7/16/2017,2017,3,7,29,1,220,624,BATTERY - SIMPLE ASSAULT,65,M,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0219,-118.3045,222500
7/17/2017,2017,3,7,29,2,2115,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,M,158,,506,FIRE,34.2158,-118.4092,121600
7/17/2017,2017,3,7,29,2,2115,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,F,158,,506,FIRE,34.2158,-118.4087,121600
7/19/2017,2017,3,7,29,4,2130,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,210,RESTAURANT/FAST FOOD,212,BOTTLE,34.1996,-118.4487,127910
