LONGITUDE,LATITUDE,OBJECTID_left,SOURCE,EXT_ID,CAT1,CAT2,CAT3,ORG_NAME,NAME,ADDRLN1,ADDRLN2,CITY,STATE,HOURS,PHONES,EMAIL,URL,INFO1,INFO2,POST_ID,DESCRIPTION,ZIP,LINK,USE_TYPE,DATE_UPDATED,DIS_STATUS,POINT_X,POINT_Y,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID_right,Shape_STAr,Shape_STLe,X_Center,Y_Center
-118.38805605601938,34.21335496633349,97678950,211,,Social Services,Homeless Shelters and Services,,www.lafh.org/,L A Family Housing Corporation,7843 Lankershim Blvd.,,North Hollywood,CA,"Monday through Friday, 8:30am to 5:00pm. ","Service/Intake and Administration (818) 982-4091,  FAX (818) 982-3895",,www.lafh.org/,,,57219,"The agency provides consumer assistance, employment services, homeless support services, shelter and volunteer opportunities for people in the San Fernando Valley and in East Los Angeles.",91605,http://egis3.lacounty.gov/lms/?p=57219,publish,2013-06-01T11:50:56.000Z,,6444350.09477521,1900250.72634964,POINT (-118.3880560560194 34.21335496633349),1352,121802,06037121802,1218.02,1354,10228535.4346,14898.3777082,6443354.0,1902388.0
-118.38805605601938,34.21335496633349,97680075,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Los Angeles Family Housing,7843 Lankershim Blvd.,,North Hollywood,CA,"Monday through Friday, 9:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A ","Steven Service/Intake (818) 982-4091 Ext.154, Miriam Service/Intake (818) 982-4091 Ext.167,  Service/Intake and Administration (818) 982-4091, Jerome Nielsen Service/Intake (818) 982-4091 Ext.151",,www.lahsa.org,,,58186,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",91605,http://egis3.lacounty.gov/lms/?p=58186,publish,2013-06-01T11:50:56.000Z,,6444350.09477521,1900250.72634964,POINT (-118.3880560560194 34.21335496633349),1352,121802,06037121802,1218.02,1354,10228535.4346,14898.3777082,6443354.0,1902388.0
-118.286924056204128,33.737684967266816,97679005,211,,Social Services,Homeless Shelters and Services,,www.rainbowservicesdv.org,"Rainbow Services, Ltd.",453 W. 7th St.,,San Pedro,CA,"Monday through Sunday, 24 hours per day. ","FAX (310) 548-0611, Service Center Service/Intake and Administration (310) 548-5450, 24 Hours Service/Intake and Hotline (310) 547-9343",,www.rainbowservicesdv.org,,,57269,The agency provides domestic violence services and shelter for individuals of all ages in Los Angeles County.,90731,http://egis3.lacounty.gov/lms/?p=57269,publish,2013-06-01T11:50:56.000Z,,6474430.92044023,1727041.92644247,POINT (-118.2869240562041 33.73768496726682),39,297110,06037297110,2971.10,40,5248010.8125,9163.59606945,6475256.0,1725941.0
-118.091140057126353,34.074902966547761,97679228,211,,Social Services,Homeless Shelters and Services,,,St. Anthony's Christian Service,1901 S. San Gabriel Blvd.,,San Gabriel,CA,"Monday through Friday, 9:00am to 12:00pm and 1:00pm to 7:30pm; Saturday, 9:00am to 12:00pm; Sunday, 9:00am to 12:00pm and 1:00pm to 2:30pm. ",Service/Intake and Administration (626) 288-8912,,,,,57430,The agency provides emergency food and holiday assistance to people who live within the parish boundaries which are Valley Blvd.,91776,http://egis3.lacounty.gov/lms/?p=57430,publish,2013-06-01T11:50:56.000Z,,6534070.3959773,1849651.55031723,POINT (-118.0911400571264 34.07490296654776),1694,482301,06037482301,4823.01,1696,9403268.73438,17406.0558916,6531665.0,1849365.0
-118.569239056020706,34.224697966790167,97679230,211,,Social Services,Homeless Shelters and Services,,www.our-redeemer.org,Redeemer Lutheran Outreach,20025 Chase St.,,Winnetka,CA,,"Administrative (818) 341-3460,  Service/Intake (818) 341-1629,  FAX (818) 341-1634",,www.our-redeemer.org,,,57431,"The agency provides emergency food and homeless support services for low-income people who live in Canoga Park, Chatsworth, Granada Hills, Northridge, Reseda, Tarzana and Winnetka.",91306,http://egis3.lacounty.gov/lms/?p=57431,publish,2013-06-01T11:50:56.000Z,,6389597.25250947,1904639.41901581,POINT (-118.5692390560207 34.22469796679017),487,113401,06037113401,1134.01,488,26389082.5254,20702.8535645,6391577.0,1905551.0
-118.570832055426422,34.225149965936609,97682058,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,Our Redeemer Lutheran Church - Sfv Rescue Mission,8520 Winnetka Ave.,,Winnetka,CA,"Friday, 8:30am to 10:30am and 12:00pm to 1:00pm. ",,,www.sfvrescuemission.org,,,60005,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91306,http://egis3.lacounty.gov/lms/?p=60005,publish,2013-06-01T11:50:56.000Z,,6389116.65012422,1904806.63784148,POINT (-118.5708320554264 34.22514996593661),487,113401,06037113401,1134.01,488,26389082.5254,20702.8535645,6391577.0,1905551.0
-118.334459056749282,34.099587967173541,97679291,211,,Social Services,Homeless Shelters and Services,,www.hollywoodsocialservices.org,Social Services At Blessed Sacrament Inc,6636 Selma Ave.,,Los Angeles,CA,,"Service/Intake and Administration (323) 871-8042,  FAX (323) 464-7796",,www.hollywoodsocialservices.org,,,57493,The agency provides homeless support services for people who live in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=57493,publish,2013-06-01T11:50:56.000Z,,6460416.15089764,1858790.82862656,POINT (-118.3344590567493 34.09958796717354),1558,190700,06037190700,1907.00,1560,6915637.9248,12502.8124524,6460650.0,1858455.0
-118.332615056153529,34.100247966771981,97682481,211,,Social Services,Homeless Shelters and Services,,www.lagaycenter.org,L A Gay And Lesbian Center - Youth Services Program,1625 N. Schrader Blvd.,,Los Angeles,CA,"Monday through Saturday, 9:00am to 5:00pm. ",Service/Intake (323) 993-7400,,www.lagaycenter.org,,,60358,"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County.",90028,http://egis3.lacounty.gov/lms/?p=60358,publish,2013-06-01T11:50:56.000Z,,6460975.19669555,1859029.16115515,POINT (-118.3326150561535 34.10024796677198),1558,190700,06037190700,1907.00,1560,6915637.9248,12502.8124524,6460650.0,1858455.0
-118.326021055892156,34.182469966299038,97679296,211,,Social Services,Homeless Shelters and Services,,www.burbanktemporaryaidcenter.org,Burbank Temporary Aid Center,1304 W. Burbank Blvd.,,Burbank,CA,,"FAX (818) 848-8280,  Service/Intake and Administration (818) 848-2822, Food Intake Service/Intake (818) 848-2822 Ext.107",,,,,57494,"The agency provides emergency food, financial assistance, holiday assistance, homeless support services and shelter for people who live in Burbank.",91506,http://egis3.lacounty.gov/lms/?p=57494,publish,2013-06-01T11:50:56.000Z,,6463068.49172156,1888944.55867331,POINT (-118.3260210558922 34.18246996629904),1604,310900,06037310900,3109.00,1606,23388464.7021,21427.4057702,6461561.0,1888556.0
-118.258008056487753,34.136623967142768,97679309,211,,Social Services,Homeless Shelters and Services,,www.glendalecorps.org/,Salvation Army Corps Community Center - Glendale,801 S. Central,,Glendale,CA,"Monday through Friday, 1:00pm to 4:00pm; some mornings by appointment only. ","Food Intake                    Service/Intake (818) 246-5586 Ext.131,  Service/Intake (818) 246-5586",,www.glendalecorps.org/,,,57496,"The agency provides emergency food, holiday assistance, nutrition programs, recreational programs and shelter for people who are primarily in the Glendale area.",91204,http://egis3.lacounty.gov/lms/?p=57496,publish,2013-06-01T11:50:56.000Z,,6483595.47691423,1872200.66237114,POINT (-118.2580080564878 34.13662396714277),1321,302401,06037302401,3024.01,1323,14758166.2129,18000.6796437,6483061.0,1870382.0
-118.215217056689156,33.895634967464098,97679336,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Compton,736 E. Compton Blvd.,,Compton,CA,"Monday through Friday, 9:00am to 1:30pm; social services by appointment only. ",Service/Intake (310) 639-0362,,www.salvationarmy-socal.org,,,57504,"The agency provides emergency food, holiday assistance, recreational programs, transportation, and utility bill assistance for families, couples and individuals who live in Compton and Lynwood zip codes 90220, 90221, 90222 and 90262.",90221,http://egis3.lacounty.gov/lms/?p=57504,publish,2013-06-01T11:50:56.000Z,,6496356.51011914,1784469.56585206,POINT (-118.2152170566892 33.8956349674641),685,542401,06037542401,5424.01,687,13922730.8594,15743.5117592,6497659.0,1783278.0
-118.269501056559193,34.033927966671833,97679344,211,,Social Services,Homeless Shelters and Services,,www.sfcla.org,St. Francis Center - Los Angeles,1835 S. Hope St.,,Los Angeles,CA,"Breakfast is served Tuesday through Friday, 7:30am to 9:00am; Saturday, 8:30am to 10:00am. Sack lunches distributed Monday through Saturday, 1:00pm to 1:30pm.  Mail distribution hours are Monday through Friday, 9:00am to 9:15am and 1:00pm to 1:30pm. Family food program is Tuesday, Thursday and Saturday, 11:00am to 12:30pm. Senior brown bag program is Friday, 11:00am to 12:30pm. ","FAX (213) 765-8915,  Service/Intake (213) 747-5347",,www.sfcla.org,,,57511,"The agency provides emergency food, holiday assistance, homeless support services, and personal goods, and volunteer opportunities for low-income people in the garment district of Los Angeles, including people who are homeless.",90015,http://egis3.lacounty.gov/lms/?p=57511,publish,2013-06-01T11:50:56.000Z,,6480017.42993647,1834836.89884423,POINT (-118.2695010565592 34.03392796667183),734,224020,06037224020,2240.20,736,13264640.2129,15225.8413457,6480266.0,1833584.0
-118.041901056796831,33.96899996731559,97679375,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Whittier,7926 S. Pickering Ave.,,Whittier,CA,"Monday through Friday, 9:00am to 12:00 noon;  1:00pm to 3:00pm. ",Service/Intake (562) 698-8348,,www.salvationarmy-socal.org,,,57516,"The agency provides emergency food, holiday assistance, personal goods, recreational programs and utility bill assistance for people who live in Whittier and the surrounding cities of Baldwin Park, City of Industy, Hacienda Heights, La Habra Heights, La Puente, Rowland Heights and South El Monte.",90602,http://egis3.lacounty.gov/lms/?p=57516,publish,2013-06-01T11:50:56.000Z,,6548965.38062297,1811101.45878239,POINT (-118.0419010567968 33.96899996731559),1913,501803,06037501803,5018.03,1915,6374362.48535,11142.3999862,6549280.0,1812100.0
-118.185623056950476,34.037120966731763,97679381,211,,Social Services,Homeless Shelters and Services,,,Salvation Army Corps Community Center - East Los Angeles Temple,140 N. Eastman Ave.,,Los Angeles,CA,"Monday through Friday 9:00am to 11:40am, and 12:30pm to 3:30pm.  ",Service/Intake (323) 263-7577,,,,,57517,The agency provides emergency food and transportation for people who live in the East Los Angeles area.,90063,http://egis3.lacounty.gov/lms/?p=57517,publish,2013-06-01T11:50:56.000Z,,6505432.7367173,1835941.36054607,POINT (-118.1856230569505 34.03712096673176),715,531101,06037531101,5311.01,717,7531593.15625,12309.0193138,6504556.0,1835570.0
-118.260987055728208,33.776031967719874,97679390,211,,Social Services,Homeless Shelters and Services,,www.beaconlightmission.org,Southern California Floating Christian Endeavor Association Inc - Beacon Light Mission,525 N. Broad Ave.,,Wilmington,CA,"Monday through Friday, 9:00am to 7:00pm; Saturday and Sunday, 4:00pm to 7:00pm. ","FAX (310) 830-3260,  Service/Intake (310) 830-7063",,www.beaconlightmission.org,,,57521,"The agency provides emergency food, homeless support services, holiday assistance and shelter for men who are in Los Angeles County.",90744,http://egis3.lacounty.gov/lms/?p=57521,publish,2013-06-01T11:50:56.000Z,,6482353.2966558,1740975.98814122,POINT (-118.2609870557282 33.77603196771987),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
-118.261031155789951,33.776638067740478,97688088,211,,Social Services,Homeless Shelters and Services,,,Doors Of Hope,529 Broad Ave,,Wilmington,CA,"Monday through Friday, 9:00am to 5:00pm.  Shelter is provided Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (310) 518-3667,  FAX (310) 513-6113",,www.doorsofhopewomensshelter.org,,,71748,The agency provides shelter for single women in Los Angeles County.,90744,http://egis3.lacounty.gov/lms/?p=71748,publish,2010-11-01T11:50:56.000Z,,6482340.46695705,1741196.59924856,POINT (-118.26103115579 33.77663806774048),27,294701,06037294701,2947.01,28,18860179.2363,19832.8844366,6484199.0,1741695.0
-118.111460156721733,34.575476946155419,97679396,211,,Social Services,Homeless Shelters and Services,,www.cityofpalmdale.org/departments/saves/,South Antelope Valley Emergency Services,1002 E Ave Q12, ,Palmdale,CA,"Monday through Thursday, 8:00am to 5:00pm. ","FAX (661) 274-2365,  Service/Intake and Administration (661) 267-5191,  TDD (661) 267-5167",,,,,57524,"The agency provides emergency food, personal goods, and shelter for South Antelope Valley residents.",93550,http://egis3.lacounty.gov/lms/?p=57524,publish,2013-06-01T11:50:56.000Z,,6528118.85341847,2031826.49206898,POINT (-118.1114601567217 34.57547694615542),185,910501,06037910501,9105.01,186,16113479.2607,16740.9909415,6527798.0,2033550.0
-118.289011055971116,34.077480966792137,97679416,211,,Social Services,Homeless Shelters and Services,,www.epath.org,People Assisting The Homeless,340 N. Madison Ave.,,Los Angeles,CA,"SITE HOURS: Monday through Friday, 7:30am to 4:00pm. ","Jobs Center at PATH Service/Intake (323) 644-2229, P.A.T.H. Service/Intake (323) 644-2216, West LA Job Center Service/Intake (310) 996-0034 Ext.108, HVRP PATHfinders - Employment Program for Veterans Service/Intake (323) 644-2201, Referral for Homeless Ve",,www.epath.org,,,57540,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.",90004,http://egis3.lacounty.gov/lms/?p=57540,publish,2013-06-01T11:50:56.000Z,,6474151.91443655,1850703.03673132,POINT (-118.2890110559711 34.07748096679214),1466,192700,06037192700,1927.00,1468,5717696.70605,9614.05305992,6474425.0,1851626.0
-118.289010756473246,34.077480516742654,97686770,211,,Social Services,Homeless Shelters and Services,,,People Assisting The Homeless - Regional Homeless Center,340 N Madison Ave,,Los Angeles,CA,"Monday through Friday, 7:30am to 4:00pm. ","Administrative (323) 644-2200, P.A.T.H. Service/Intake (323) 644-2216",,www.epath.org,,,70848,The organization provides shelter for homeless and at-risk adults and volunteer opportunities in Los Angeles County.,90004,http://egis3.lacounty.gov/lms/?p=70848,publish,2010-11-01T11:50:56.000Z,,6474152.00465947,1850702.87268965,POINT (-118.2890107564732 34.07748051674265),1466,192700,06037192700,1927.00,1468,5717696.70605,9614.05305992,6474425.0,1851626.0
-118.311932055996309,34.096064966528907,97679417,211,,Social Services,Homeless Shelters and Services,,www.epath.org,People Assisting The Homeless - Hollywood Center,5627 Fernwood Ave.,,Hollywood,CA,"Monday through Friday, 7:30am to 4:00pm; individuals can receive a number and start lining up at 6:00am. ",PATH Hollywood Service/Intake (323) 960-3333,,www.epath.org,,,57541,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.",90028,http://egis3.lacounty.gov/lms/?p=57541,publish,2013-06-01T11:50:56.000Z,,6467231.97781713,1857486.82106398,POINT (-118.3119320559963 34.09606496652891),1651,190901,06037190901,1909.01,1653,5276300.59082,9290.82274905,6467061.0,1856891.0
-118.30940705632301,34.09541896695098,97680079,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Covenant House,1325 N. Western Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake and Administration (323) 461-3131,,www.lahsa.org,,,58190,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90027,http://egis3.lacounty.gov/lms/?p=58190,publish,2013-06-01T11:50:56.000Z,,6467995.70299572,1857249.36812681,POINT (-118.309407056323 34.09541896695098),1651,190901,06037190901,1909.01,1653,5276300.59082,9290.82274905,6467061.0,1856891.0
-118.30940705632301,34.09541896695098,97688414,211,,Social Services,Homeless Shelters and Services,,www.covenanthouseca.org,Covenant House California,1325 N. Western Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Hotline (866) 268-3683, shelter Administrative (323) 461-3131, Outreach Number (9:00am - 12:00 noon and 2:00pm - 5:00pm) Service/Intake (323) 957-7455, The Nineline Hotline/Talkline/Warmline (800) 999-9999,  FAX (323) 461-6491, Daily, 4",,www.covenanthouseca.org,,,58026,The agency provides runaway services and shelter for homeless and at-risk youth who are in Los Angeles County.,90027,http://egis3.lacounty.gov/lms/?p=58026,publish,2013-08-13T08:56:19.000Z,,6467995.70299572,1857249.36812681,POINT (-118.309407056323 34.09541896695098),1651,190901,06037190901,1909.01,1653,5276300.59082,9290.82274905,6467061.0,1856891.0
-117.720738957198975,34.061449567012133,97679488,211,,Social Services,Homeless Shelters and Services,,,Catholic Charities - Pomona Community Services,1460 E Holt Ave,,Pomona,CA,"Monday through Friday, 9:00am to 5:00pm. ","Service/Intake (909) 629-1331,  FAX (909) 629-1322",,,,,57620,"The agency provides shelter and utility bill assistance for low income people who live in the Pomona Valley, including people who receive public assistance and people who are undocumented.",91767,http://egis3.lacounty.gov/lms/?p=57620,publish,2013-06-01T11:50:56.000Z,,6646252.4905103,1844860.58877055,POINT (-117.720738957199 34.06144956701213),2258,402702,06037402702,4027.02,2260,16150915.4189,18414.2864169,6644077.0,1845617.0
-117.729749057814246,34.095555066797637,97679653,211,,Social Services,Homeless Shelters and Services,,,St. Ambrose Episcopal Church,830 W Bonita Ave,,Claremont,CA,,Administrative (909) 626-7170,,,,,57741,The agency provides holiday assistance for people who live in the Pomona Valley and Inland Empire.,91711,http://egis3.lacounty.gov/lms/?p=57741,publish,2013-06-01T11:50:56.000Z,,6643490.16138931,1857264.7247234,POINT (-117.7297490578142 34.09555506679764),2338,401902,06037401902,4019.02,2340,28632199.8242,24786.8586063,6644839.0,1859223.0
-117.728836057622829,34.10030996728117,97684021,211,,Social Services,Homeless Shelters and Services,,www.InlandValleyHopePartners.org,Inland Valley Hope Partners - Claremont Center,660 N. Mountain Ave.,,Claremont,CA,,Service/Intake (909) 621-2400,,www.InlandValleyHopePartners.org,,,61490,"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley.",91711,http://egis3.lacounty.gov/lms/?p=61490,publish,2013-06-01T11:50:56.000Z,,6643761.90789305,1858995.86036873,POINT (-117.7288360576228 34.10030996728117),2338,401902,06037401902,4019.02,2340,28632199.8242,24786.8586063,6644839.0,1859223.0
-118.187289056278985,33.77274096728744,97679683,211,,Social Services,Homeless Shelters and Services,,www.village-isa.org,Mental Health America Of Los Angeles - Long Beach,456 Elm Ave.,,Long Beach,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (562) 437-5072,  Service/Intake (562) 437-6717",,www.village-isa.org,,,57763,The agency provides homeless support services and mental health services for people in the Long Beach area.,90802,http://egis3.lacounty.gov/lms/?p=57763,publish,2013-06-01T11:50:56.000Z,,6504748.7282428,1739728.35874672,POINT (-118.187289056279 33.77274096728744),61,576200,06037576200,5762.00,62,7499860.38965,11216.6422904,6504904.0,1739600.0
-118.186048055887355,33.770720967179457,97682216,211,,Social Services,Homeless Shelters and Services,,www.COAlongbeach.org,Christian Outreach In Action,515 E. 3rd St.,,Long Beach,CA,,"Service/Intake and Administration (562) 432-1440,  FAX (562) 590-8984",,www.COAlongbeach.org,,,60138,"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless.",90802,http://egis3.lacounty.gov/lms/?p=60138,publish,2013-06-01T11:50:56.000Z,,6505124.53687438,1738992.52360423,POINT (-118.1860480558874 33.77072096717946),61,576200,06037576200,5762.00,62,7499860.38965,11216.6422904,6504904.0,1739600.0
-117.94518665749689,34.069709567265519,97679687,211,,Social Services,Homeless Shelters and Services,,www.voala.org,Volunteers Of America - Greater Los Angeles - West Covina Outreach And Access Center,1760 W Cameron Ave,,West Covina,CA,"Monday through Friday, 8:00am to 4:30pm. ","888-50-NEEDS Service/Intake (888) 506-3337,  FAX (626) 918-5040,  Service/Intake (626) 337-9878",,www.voala.org,,,57768,The agency provides homeless support services for people of all ages in Los Angeles County.,91790,http://egis3.lacounty.gov/lms/?p=57768,publish,2013-06-01T11:50:56.000Z,,6578270.50573964,1847753.58889006,POINT (-117.9451866574969 34.06970956726552),1679,406702,06037406702,4067.02,1681,30384697.4063,24280.8977572,6580793.0,1846385.0
-117.766965057618478,34.062099966816646,97679689,211,,Social Services,Homeless Shelters and Services,,,Pomona Neighborhood Center,999 W. Holt Ave.,,Pomona,CA,,"FAX (909) 397-9981,  Service/Intake (909) 620-7691",,,,,57770,The agency provides homeless support services for people who live in the Pomona Valley.,91768,http://egis3.lacounty.gov/lms/?p=57770,publish,2013-06-01T11:50:56.000Z,,6632251.08084914,1845061.60181998,POINT (-117.7669650576185 34.06209996681665),2207,402304,06037402304,4023.04,2209,7506213.95117,14825.4554146,6632599.0,1844921.0
-118.314582055760965,34.103332966616939,97679928,211,,Social Services,Homeless Shelters and Services,,www.layn.org,Los Angeles Youth Network Taft House,1754 Taft Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (323) 467-8466,,www.layn.org,,,58025,The agency provides shelter for youth in crisis who are in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=58025,publish,2013-06-01T11:50:56.000Z,,6466437.96267289,1860134.2698373,POINT (-118.314582055761 34.10333296661694),1397,190301,06037190301,1903.01,1399,4342131.53711,12083.3910816,6466249.0,1860305.0
-118.292044056027819,33.958907966783805,97679929,211,,Social Services,Homeless Shelters and Services,,,My Club Drop In Center,8705 S. Vermont,,Los Angeles,CA,"Monday through Friday, 10:00am to 6:00pm. ","Service/Intake (323) 751-2582,  FAX (323) 751-1803",,,,,58027,"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County.",90044,http://egis3.lacounty.gov/lms/?p=58027,publish,2013-06-01T11:50:56.000Z,,6473108.09303339,1807554.7670569,POINT (-118.2920440560278 33.9589079667838),956,600100,06037600100,6001.00,958,8154795.43164,12355.0287872,6472014.0,1806191.0
-118.293364056093594,33.959280967012376,97685086,,,Social Services,Homeless Shelters and Services,,St. Catherine's Episcopal Diocese of Los Angeles,St. Catherine's Episcopal Diocese of Los Angeles,1039 W. 87th St. ,,Los Angeles,CA,,"(213) 482 - 2040 
",,,,,68648,,90044,http://egis3.lacounty.gov/lms/?p=68648,publish,2013-04-26T14:01:14.000Z,,6472708.20078856,1807691.67491956,POINT (-118.2933640560936 33.95928096701238),956,600100,06037600100,6001.00,958,8154795.43164,12355.0287872,6472014.0,1806191.0
-118.27264905625519,34.060943966500709,97679930,211,,Social Services,Homeless Shelters and Services,,,Catholic Charities Of Los Angeles - Our Lady Of The Angels Region - Metro Area - Angel's Flight Runaway And Homeless Youth Services,357 S. Westlake Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 413-2311, Shelter / 24 Hour Intake Service/Intake (800) 833-2499",,,,,58028,"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County.",90057,http://egis3.lacounty.gov/lms/?p=58028,publish,2013-06-01T11:50:56.000Z,,6479090.3248353,1844671.08488448,POINT (-118.2726490562552 34.06094396650071),935,208903,06037208903,2089.03,937,1714533.47949,7038.48075866,6478870.0,1844257.0
-118.193300056316602,33.778374967379925,97680054,211,,Social Services,Homeless Shelters and Services,,www.womenshelterlb.com/,Womenshelter Of Long Beach,930 Pacific Ave.,,Long Beach,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake and Administration (562) 437-7233,  FAX (562) 436-4943, 562) HER HOME - 24 hrs. Service/Intake and Hotline (562) 437-4663",,www.womenshelterlb.com/,,,58152,The agency provides shelter and domestic violence services for victims of domestic violence and their children as well as volunteer opportunities for individuals living in Los Angeles County.,90813,http://egis3.lacounty.gov/lms/?p=58152,publish,2013-06-01T11:50:56.000Z,,6502925.78667872,1741782.18666007,POINT (-118.1933000563166 33.77837496737992),82,575803,06037575803,5758.03,83,2148618.94824,6905.19885217,6502796.0,1741999.0
-118.300613056622552,34.09135696716509,97680057,211,,Social Services,Homeless Shelters and Services,,www.houseofhopela.com,House Of Hope,1115 N. Normandie Ave.,,Los Angeles,CA,"SITE HOURS: Monday through Sunday, 24 hours per day. ","FAX (323) 663-9452,  Service/Intake (323) 663-1214,  Service/Intake (323) 663-1215",,,,,58153,"The agency provides shelter and emergency food for men and women, including ex-offenders and General Relief recipients.",90029,http://egis3.lacounty.gov/lms/?p=58153,publish,2013-06-01T11:50:56.000Z,,6470653.70456947,1855763.05777922,POINT (-118.3006130566226 34.09135696716509),1632,191120,06037191120,1911.20,1634,4086485.77734,8373.03215434,6469386.0,1856341.0
-117.878273057001607,33.985698967656667,97680058,211,,Social Services,Homeless Shelters and Services,,www.gospelmissions.org,Gospel Missions Of America,1803 Nausika Ave.,,Rowland Heights,CA,"Intake Hours: Tuesday through Friday, 9:00am to 6:00pm. Shelter hours Monday through Sunday, 24 hours per day. ",Service/Intake (626) 965-8922,,www.gospelmissions.org,,,58154,The agency provides shelter for adults 18 years and older in Los Angeles County.,91748,http://egis3.lacounty.gov/lms/?p=58154,publish,2013-06-01T11:50:56.000Z,,6598572.23449305,1817198.27565698,POINT (-117.8782730570016 33.98569896765667),2271,408705,06037408705,4087.05,2273,20753723.5527,19115.0923964,6598112.0,1815915.0
-117.904098057623472,34.12968596702742,97680061,211,,Social Services,Homeless Shelters and Services,,,Peregrinos De Emaus Inc,447 N. Soldano Ave.,,Azusa,CA,"Monday through Sunday, 24 hours per day. ","Leo - Cell Number Service/Intake (626) 388-8424, Shelter Service/Intake (626) 969-5399",,,,,58159,"The agency provides shelter for men in Los Angeles County, including men who are undocumented.",91702,http://egis3.lacounty.gov/lms/?p=58159,publish,2013-06-01T11:50:56.000Z,,6590693.3142273,1869589.44548073,POINT (-117.9040980576235 34.12968596702742),2314,404301,06037404301,4043.01,2316,11920269.5752,13965.5928812,6590687.0,1868805.0
-118.134521057851231,34.694012965624474,97680063,211,,Social Services,Homeless Shelters and Services,,,Lancaster Community Shelter For The Homeless,44611 Yucca Ave.,,Lancaster,CA,"Monday through Friday, 8:00am to 4:00pm. ",Service/Intake and Administration (661) 945-7524,,,,,58164,"The agency provides shelter for singles, couples and families who are homeless in the Lancaster/Palmdale area.",93534,http://egis3.lacounty.gov/lms/?p=58164,publish,2013-06-01T11:50:56.000Z,,6521234.84717339,2074973.53208706,POINT (-118.1345210578512 34.69401296562447),279,900607,06037900607,9006.07,280,18438142.375,20160.4492841,6524361.0,2074676.0
-118.134521057851231,34.694012965624474,97680080,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Lancaster Community Shelter,44611 Yucca Ave.,Catholic Charities - Lancaster,Lancaster,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Antelope Valley Access Center       45134 N. Sierra Highway       Lancaster, CA 93535       3:30pm; 4:00pm       Mental Health Association       43423 Division       Lancaster, CA 93535       3:45pm; 4:10pm       Department of Mental Health       349 E. Avenue K-6       Lancaster, CA 93535       3:55pm; 4:20pm  ",Service/Intake and Administration (661) 945-7524,,www.lahsa.org,,,58191,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93534,http://egis3.lacounty.gov/lms/?p=58191,publish,2013-06-01T11:50:56.000Z,,6521234.84717339,2074973.53208706,POINT (-118.1345210578512 34.69401296562447),279,900607,06037900607,9006.07,280,18438142.375,20160.4492841,6524361.0,2074676.0
-118.130980057244926,34.671482965942488,97680068,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Mental Health Association,43423 Division St.,,Lancaster,CA,"Monday through Friday, 2:25pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58170,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93535,http://egis3.lacounty.gov/lms/?p=58170,publish,2013-06-01T11:50:56.000Z,,6522288.54683764,2066772.78175631,POINT (-118.1309800572449 34.67148296594249),261,900504,06037900504,9005.04,262,113732618.002,64211.0385337,6529866.0,2063873.0
